hin_id	hin_sent	eng_id	eng_sent	eng_roots
Hin_Geo_ncert_6stnd_5ch_0015	समुद्री जल का तल सभी जगह समान होता है।	Eng_Geo_ncert_6stnd_5ch_0015	The level of seawater remains the same everywhere.	b'^The/The<det><def><sp>$ ^level/level<n><sg>/level<vblex><inf>/level<vblex><pres>/level<vblex><imp>$ ^of/of<pr>$ ^seawater/seawater<n><sg>$ ^remains/remains<n><pl>/remain<vblex><pres><p3><sg>$ ^the same/the same<adv>/the same<det><ind><sp>/the<det><def><sp>+same<adj>$ ^everywhere/everywhere<adv>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0016	स्थल की ऊंचाई को समुद्र तल से मापा जाता है।	Eng_Geo_ncert_6stnd_5ch_0016	Elevation of land is measured from the level of the sea,	b'^Elevation/Elevation<n><sg>$ ^of/of<pr>$ ^land/land<n><sg>/land<vblex><inf>/land<vblex><pres>/land<vblex><imp>$ ^is/be<vbser><pres><p3><sg>$ ^measured/measured<adj>/measure<vblex><past>/measure<vblex><pp>$ ^from/from<pr>$ ^the/the<det><def><sp>$ ^level/level<n><sg>/level<vblex><inf>/level<vblex><pres>/level<vblex><imp>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^sea/sea<n><sg>$^,/,<cm>$\n'
Hin_Geo_ncert_6stnd_5ch_0017	जिसे शून्य माना जाता है।	Eng_Geo_ncert_6stnd_5ch_0017	which is taken as zero	b'^which/which<det><itg><sp>/which<prn><itg><mf><sp>/which<prn><rel><an><mf><sp>$ ^is/be<vbser><pres><p3><sg>$ ^taken/take<vblex><pp>$ ^as/as<adv>/as<preadv>/as<cnjsub>/as<cnjadv>/as<pr>$ ^zero/zero<num><sg>/zero<n><sg>$\n'
Hin_Geo_ncert_6stnd_5ch_0018	विश्व का सबसे ऊंचा शिखर माउंट एवरेस्ट समुद्र तल से 8848 मीटर ऊंचा है।	Eng_Geo_ncert_6stnd_5ch_0018	The highest mountain peak Mt. Everest is 8,848 metres above the sea level.	b'^The/The<det><def><sp>$ ^highest/high<adj><sint><sup>$ ^mountain/mountain<n><sg>$ ^peak/peak<n><sg>/peak<vblex><inf>/peak<vblex><pres>/peak<vblex><imp>$ ^Mt/*Mt$^./.<sent>$ ^Everest/Everest<np><top><sg>$ ^is/be<vbser><pres><p3><sg>$ ^8,848/8,848<num>$ ^metres/metre<n><pl>$ ^above/above<adv>/above<pr>$ ^the/the<det><def><sp>$ ^sea level/sea level<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0019	विश्व का सबसे गहरा भाग प्रशांत महासागर का मेरियाना गर्त है जिसकी गहराई ११,०२२ मीटर है।	Eng_Geo_ncert_6stnd_5ch_0019	The greatest depth of 11,022 metres is recorded at Mariana Trench in the Pacific Ocean.	b'^The/The<det><def><sp>$ ^greatest/great<adj><sint><sup>$ ^depth/depth<n><sg>$ ^of/of<pr>$ ^11,022/11,022<num>$ ^metres/metre<n><pl>$ ^is/be<vbser><pres><p3><sg>$ ^recorded/record<vblex><pp>/record<vblex><past>$ ^at/at<pr>$ ^Mariana/Mariana<np><ant><f><sg>$ ^Trench/Trench<n><sg>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^Pacific Ocean/Pacific Ocean<np><top><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0020	क्या आपने कभी कल्पना की है कि समुद्र की गहराई पृथ्वी के सबसे ऊंचे भाग से इतनी अधिक भी हो सकती है?	Eng_Geo_ncert_6stnd_5ch_0020	Could you imagine that depth of sea is much more than the highest point?	b'^Could/Can<vbmod><past>$ ^you/you<prn><pers><p2><mf><sg>/prpers<prn><subj><p2><mf><sp>/prpers<prn><obj><p2><mf><sp>$ ^imagine/imagine<vblex><inf>/imagine<vblex><pres>/imagine<vblex><imp>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^depth/depth<n><sg>$ ^of/of<pr>$ ^sea/sea<n><sg>$ ^is/be<vbser><pres><p3><sg>$ ^much more/much more<adv>$ ^than/than<cnjsub>$ ^the/the<det><def><sp>$ ^highest/high<adj><sint><sup>$ ^point/point<n><sg>/point<adj><sint>/point<vblex><inf>/point<vblex><pres>/point<vblex><imp>$^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0021	पृथ्वी पर सात प्रमुख महाद्वीप है।	Eng_Geo_ncert_6stnd_5ch_0021	There are seven major continents.	b'^There/There<adv>$ ^are/be<vbser><pres>$ ^seven/seven<num><pl>$ ^major/major<adj>/major<n><sg>$ ^continents/continent<n><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0022	ये विस्तृत जल राशि के द्वारा एक दूसरे से अलग है।	Eng_Geo_ncert_6stnd_5ch_0022	These are separated by large water bodies.	b'^These/This<det><dem><pl>/This<prn><dem><mf><pl>$ ^are/be<vbser><pres>$ ^separated/separated<adj>/separate<vblex><past>/separate<vblex><pp>$ ^by/by<adv>/by<pr>$ ^large/large<adj><sint>$ ^water/water<n><sg>/water<vblex><inf>/water<vblex><pres>/water<vblex><imp>$ ^bodies/body<n><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0023	यह महाद्वीप है-एशिया, यूरोप, अफ्रीका, उत्तर अमेरिका, दक्षिण अमेरिका, ऑस्ट्रेलिया तथा अंटार्कटिका।	Eng_Geo_ncert_6stnd_5ch_0023	These continents are – Asia, Europe, Africa, North America, South America, Australia and Antarctica.	b'^These/This<det><dem><pl>/This<prn><dem><mf><pl>$ ^continents/continent<n><pl>$ ^are/be<vbser><pres>$ \xe2\x80\x93 ^Asia/Asia<np><top><sg>/Asia<np><ant><f><sg>$^,/,<cm>$ ^Europe/Europe<np><top><sg>$^,/,<cm>$ ^Africa/Africa<np><top><sg>$^,/,<cm>$ ^North America/North America<np><top><sg>$^,/,<cm>$ ^South America/South America<np><top><sg>$^,/,<cm>$ ^Australia/Australia<np><top><sg>$ ^and/and<cnjcoo>$ ^Antarctica/Antarctica<np><top><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0024	एशिया विश्व का सबसे बड़ा महाद्वीप है।	Eng_Geo_ncert_6stnd_5ch_0024	Asia is the largest continent.	b'^Asia/Asia<np><top><sg>/Asia<np><ant><f><sg>$ ^is/be<vbser><pres><p3><sg>$ ^the/the<det><def><sp>$ ^largest/large<adj><sint><sup>$ ^continent/continent<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0025	यह पृथ्वी के कुल क्षेत्रफल से एक तिहाई भाग में फैला है।	Eng_Geo_ncert_6stnd_5ch_0025	It covers about onethird of the total land area of the earth.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^covers/cover<n><pl>/cover<vblex><pres><p3><sg>$ ^about/about<adv>/about<pr>$ ^onethird/*onethird$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^total/total<adj>/total<adv>/total<n><sg>/total<vblex><inf>/total<vblex><pres>/total<vblex><imp>$ ^land/land<n><sg>/land<vblex><inf>/land<vblex><pres>/land<vblex><imp>$ ^area/area<n><sg>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^earth/earth<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0026	यह महाद्वीप पूर्वी गोलार्ध में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0026	The continent lies in the Eastern Hemisphere.	b'^The/The<det><def><sp>$ ^continent/continent<n><sg>$ ^lies/lie<n><pl>/lie<vblex><pres><p3><sg>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^Eastern/Eastern<adj>$ ^Hemisphere/Hemisphere<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0027	कर्क रेखा इस महाद्वीप से होकर गुजरती है।	Eng_Geo_ncert_6stnd_5ch_0027	The Tropic of Cancer passes through this continent.	b'^The/The<det><def><sp>$ ^Tropic/Tropic<n><sg>$ ^of/of<pr>$ ^Cancer/Cancer<n><sg>$ ^passes/pass<n><pl>/pass<vblex><pres><p3><sg>$ ^through/through<pr>$ ^this/this<det><dem><sg>/this<prn><dem><mf><sg>/this<prn><rel><an><mf><sp>$ ^continent/continent<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0028	एशिया के पश्चिम में यूराल पर्वत है जो इसे यूरोप से अलग करता है।	Eng_Geo_ncert_6stnd_5ch_0028	Asia is separated from Europe by the Ural mountains on the west.	b'^Asia/Asia<np><top><sg>/Asia<np><ant><f><sg>$ ^is/be<vbser><pres><p3><sg>$ ^separated from/separated from<adj>$ ^Europe/Europe<np><top><sg>$ ^by/by<adv>/by<pr>$ ^the/the<det><def><sp>$ ^Ural/*Ural$ ^mountains/mountain<n><pl>$ ^on/on<adv>/on<pr>$ ^the/the<det><def><sp>$ ^west/west<adj>/west<adv>/west<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0029	यूरोप एवं एशिया के संयुक्त भूभाग को यूरेशिया कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0029	The combined landmass of Europe and Asia is called the Eurasia.	b'^The/The<det><def><sp>$ ^combined/combined<adj>/combine<vblex><past>/combine<vblex><pp>$ ^landmass/landmass<n><sg>$ ^of/of<pr>$ ^Europe/Europe<np><top><sg>$ ^and/and<cnjcoo>$ ^Asia/Asia<np><top><sg>/Asia<np><ant><f><sg>$ ^is called/be<vblex><pres><p3><sg># called$ ^the/the<det><def><sp>$ ^Eurasia/Eurasia<np><top><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0030	यूरोप एशिया से बहुत छोटा है।	Eng_Geo_ncert_6stnd_5ch_0030	Europe is much smaller than Asia.	b'^Europe/Europe<np><top><sg>$ ^is/be<vbser><pres><p3><sg>$ ^much/much<adv>/much<det><qnt><sg>/much<prn><qnt><mf><sp>$ ^smaller/small<adj><sint><comp>$ ^than/than<cnjsub>$ ^Asia/Asia<np><top><sg>/Asia<np><ant><f><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0031	यह महाद्वीप एशिया के पश्चिम में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0031	The continent lies to the west of Asia.	b'^The/The<det><def><sp>$ ^continent/continent<n><sg>$ ^lies/lie<n><pl>/lie<vblex><pres><p3><sg>$ ^to/to<pr>$ ^the/the<det><def><sp>$ ^west/west<adj>/west<adv>/west<n><sg>$ ^of/of<pr>$ ^Asia/Asia<np><top><sg>/Asia<np><ant><f><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0032	आर्कटिक वृत्त से होकर गुजरता है।	Eng_Geo_ncert_6stnd_5ch_0032	The Arctic Circle passes through it.	b'^The/The<det><def><sp>$ ^Arctic/Arctic<adj>/Arctic<np><top><sg>$ ^Circle/Circle<n><sg>/Circle<vblex><inf>/Circle<vblex><pres>/Circle<vblex><imp>$ ^passes/pass<n><pl>/pass<vblex><pres><p3><sg>$ ^through/through<pr>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0033	यह तीन तरफ से जल से घिरा है।	Eng_Geo_ncert_6stnd_5ch_0033	It is bound by water bodies on three sides.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^bound/bind<vblex><past>/bind<vblex><pp>/bound<n><sg>/bound<vblex><inf>/bound<vblex><pres>/bound<vblex><imp>$ ^by/by<adv>/by<pr>$ ^water/water<n><sg>/water<vblex><inf>/water<vblex><pres>/water<vblex><imp>$ ^bodies/body<n><pl>$ ^on/on<adv>/on<pr>$ ^three/three<num><pl>$ ^sides/side<n><pl>/side<vblex><pres><p3><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0034	विश्व के मानचित्र को देखिए एवं इसकी स्थिति का पता लगाइए।	Eng_Geo_ncert_6stnd_5ch_0034	Look at the map of the world and locate it.	b'^Look at/Look<vblex><inf># at/Look<vblex><pres># at/Look<vblex><imp># at$ ^the/the<det><def><sp>$ ^map/map<n><sg>/map<vblex><inf>/map<vblex><pres>/map<vblex><imp>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^world/world<adj>/world<n><sg>$ ^and/and<cnjcoo>$ ^locate/locate<vblex><inf>/locate<vblex><pres>/locate<vblex><imp>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0035	अफ्रीका एशिया के बाद विश्व का सबसे बड़ा महाद्वीप है।	Eng_Geo_ncert_6stnd_5ch_0035	Africa is the second largest continent after Asia.	b'^Africa/Africa<np><top><sg>$ ^is/be<vbser><pres><p3><sg>$ ^the/the<det><def><sp>$ ^second/second<adv>/second<n><sg>/second<adj><ord>/second<vblex><inf>/second<vblex><pres>/second<vblex><imp>$ ^largest/large<adj><sint><sup>$ ^continent/continent<n><sg>$ ^after/after<adv>/after<cnjadv>/after<pr>$ ^Asia/Asia<np><top><sg>/Asia<np><ant><f><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0036	विषुवत वृत्त या जीरो डिग्री इस महाद्वीप के लगभग मध्य भाग से होकर गुजरती है।	Eng_Geo_ncert_6stnd_5ch_0036	The Equator or 0 latitude runs almost through the middle of the continent.	b'^The/The<det><def><sp>$ ^Equator/Equator<n><sg>$ ^or/or<cnjcoo>$ ^0/0<num>$ ^latitude/latitude<n><sg>$ ^runs/run<n><pl>/run<vblex><pres><p3><sg>$ ^almost/almost<adv>$ ^through/through<pr>$ ^the/the<det><def><sp>$ ^middle/middle<adj>/middle<n><sg>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^continent/continent<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0037	अफ्रीका का बहुत बड़ा भाग उत्तरी गोलार्ध में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0037	A large part of Africa lies in the Northern Hemisphere.	b'^A/A<det><ind><sg>$ ^large/large<adj><sint>$ ^part/part<n><sg>/part<vblex><inf>/part<vblex><pres>/part<vblex><imp>$ ^of/of<pr>$ ^Africa/Africa<np><top><sg>$ ^lies/lie<n><pl>/lie<vblex><pres><p3><sg>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^Northern Hemisphere/Northern hemisphere<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0038	सहारा का रेगिस्तान विश्व का सबसे बड़ा रेगिस्तान है जो कि अफ्रीका में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0038	The Sahara Desert, the world’s largest hot desert, is located in Africa.	b"^The/The<det><def><sp>$ ^Sahara/Sahara<np><top><sg>$ ^Desert/Desert<n><sg>/Desert<vblex><inf>/Desert<vblex><pres>/Desert<vblex><imp>$^,/,<cm>$ ^the/the<det><def><sp>$ ^world/world<adj>/world<n><sg>$^\xe2\x80\x99/'<apos>$^s/*s$ ^largest/large<adj><sint><sup>$ ^hot/hot<adj><sint>$ ^desert/desert<n><sg>/desert<vblex><inf>/desert<vblex><pres>/desert<vblex><imp>$^,/,<cm>$ ^is/be<vbser><pres><p3><sg>$ ^located/locate<vblex><past>/locate<vblex><pp>$ ^in/in<adv>/in<pr>$ ^Africa/Africa<np><top><sg>$^./.<sent>$\n"
Hin_Geo_ncert_6stnd_5ch_0039	यह चारों तरफ से समुद्र एवं महासागरों से घिरा है।	Eng_Geo_ncert_6stnd_5ch_0039	The continent is bound on all sides by oceans and seas.	b'^The/The<det><def><sp>$ ^continent/continent<n><sg>$ ^is/be<vbser><pres><p3><sg>$ ^bound/bind<vblex><past>/bind<vblex><pp>/bound<n><sg>/bound<vblex><inf>/bound<vblex><pres>/bound<vblex><imp>$ ^on/on<adv>/on<pr>$ ^all/all<adv>/all<predet><sp>/all<det><qnt><pl>/all<prn><qnt><mf><sp>$ ^sides/side<n><pl>/side<vblex><pres><p3><sg>$ ^by/by<adv>/by<pr>$ ^oceans/ocean<n><pl>$ ^and/and<cnjcoo>$ ^seas/sea<n><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0040	आप देखेंगे कि विश्व की सबसे लंबी नदी नील अफ्रीका से होकर गुजरती है।	Eng_Geo_ncert_6stnd_5ch_0040	You will notice that the world’s longest river the Nile, flows through Africa.	b"^You/You<np><cog><sg>/You<prn><pers><p2><mf><sg>/Prpers<prn><subj><p2><mf><sp>/Prpers<prn><obj><p2><mf><sp>$ ^will/will<n><sg>/will<vbmod><inf>/will<vbmod><pres>/will<vblex><inf>/will<vblex><pres>/will<vblex><imp>$ ^notice/notice<n><sg>/notice<vblex><inf>/notice<vblex><pres>/notice<vblex><imp>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^the/the<det><def><sp>$ ^world/world<adj>/world<n><sg>$^\xe2\x80\x99/'<apos>$^s/*s$ ^longest/long<adj><sint><sup>$ ^river/river<n><sg>$ ^the/the<det><def><sp>$ ^Nile/Nile<np><top><sg>$^,/,<cm>$ ^flows/flow<n><pl>/flow<vblex><pres><p3><sg>$ ^through/through<pr>$ ^Africa/Africa<np><top><sg>$^./.<sent>$\n"
Hin_Geo_ncert_6stnd_5ch_0041	अफ्रीका का मानचित्र देखिये तथा बताइए कि कर्क रेखा, मकर रेखा तथा विषुवत वृत्त इसके किन-किन भागों से होकर गुजरती है।	Eng_Geo_ncert_6stnd_5ch_0041	Notice where the Equator, the Tropic of Cancer and the Tropic of Capricorn pass in the map of Africa.	b'^Notice/Notice<n><sg>/Notice<vblex><inf>/Notice<vblex><pres>/Notice<vblex><imp>$ ^where/where<adv>/where<adv><itg>$ ^the/the<det><def><sp>$ ^Equator/Equator<n><sg>$^,/,<cm>$ ^the/the<det><def><sp>$ ^Tropic/Tropic<n><sg>$ ^of/of<pr>$ ^Cancer/Cancer<n><sg>$ ^and/and<cnjcoo>$ ^the/the<det><def><sp>$ ^Tropic/Tropic<n><sg>$ ^of/of<pr>$ ^Capricorn/*Capricorn$ ^pass/pass<n><sg>/pass<vblex><inf>/pass<vblex><pres>/pass<vblex><imp>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^map/map<n><sg>/map<vblex><inf>/map<vblex><pres>/map<vblex><imp>$ ^of/of<pr>$ ^Africa/Africa<np><top><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0042	उत्तर अमेरिका विश्व का तीसरा सबसे बड़ा महाद्वीप है।	Eng_Geo_ncert_6stnd_5ch_0042	North America is the third largest continent of the world.	b'^North America/North America<np><top><sg>$ ^is/be<vbser><pres><p3><sg>$ ^the/the<det><def><sp>$ ^third/third<n><sg>/third<adj><ord>$ ^largest/large<adj><sint><sup>$ ^continent/continent<n><sg>$ ^of/of<pr>$ ^the/the<det><def><sp>$ ^world/world<adj>/world<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0043	यह दक्षिण अमेरिका से एक संकरे स्थल से जुड़ा है जिसे पनामा स्थलसंधि कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0043	It is linked to South America by a very narrow strip of land called the Isthmus of Panama.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^linked/link<vblex><pp>/link<vblex><past>$ ^to/to<pr>$ ^South America/South America<np><top><sg>$ ^by/by<adv>/by<pr>$ ^a/a<det><ind><sg>$ ^very/very<adv>/very<preadv>$ ^narrow strip/narrow strip<n><sg>$ ^of/of<pr>$ ^land/land<n><sg>/land<vblex><inf>/land<vblex><pres>/land<vblex><imp>$ ^called/call<vblex><pp>/call<vblex><past>$ ^the/the<det><def><sp>$ ^Isthmus/Isthmus<n><sg>$ ^of/of<pr>$ ^Panama/Panama<np><top><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0044	यह महाद्वीप पूरी तरह से उतरी एवं पश्चिमी गोलार्ध में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0044	The continent lies completely in the Northern and Western Hemisphere.	b'^The/The<det><def><sp>$ ^continent/continent<n><sg>$ ^lies/lie<n><pl>/lie<vblex><pres><p3><sg>$ ^completely/completely<adv>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^Northern/Northern<adj>$ ^and/and<cnjcoo>$ ^Western/Western<adj>/Western<n><sg>$ ^Hemisphere/Hemisphere<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0045	यह महाद्वीप तीन महासागरों से घिरा है।	Eng_Geo_ncert_6stnd_5ch_0045	Three oceans surround this continent.	b'^Three/Three<num><pl>$ ^oceans/ocean<n><pl>$ ^surround/surround<vblex><inf>/surround<vblex><pres>/surround<vblex><imp>$ ^this/this<det><dem><sg>/this<prn><dem><mf><sg>/this<prn><rel><an><mf><sp>$ ^continent/continent<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0046	क्या आप इन महासागरों के नाम बता सकते हैं?	Eng_Geo_ncert_6stnd_5ch_0046	Can you name these oceans?	b'^Can/Can<n><sg>/Can<vbmod><inf>/Can<vbmod><pres>/Can<vblex><inf>/Can<vblex><pres>/Can<vblex><imp>$ ^you/you<prn><pers><p2><mf><sg>/prpers<prn><subj><p2><mf><sp>/prpers<prn><obj><p2><mf><sp>$ ^name/name<n><sg>/name<vblex><inf>/name<vblex><pres>/name<vblex><imp>$ ^these/this<det><dem><pl>/this<prn><dem><mf><pl>$ ^oceans/ocean<n><pl>$^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0047	दक्षिण अमेरिका का अधिकांश भाग दक्षिणी गोलार्ध में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0047	South America lies mostly in the Southern Hemisphere.	b'^South America/South America<np><top><sg>$ ^lies/lie<n><pl>/lie<vblex><pres><p3><sg>$ ^mostly/mostly<adv>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^Southern Hemisphere/Southern hemisphere<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0048	इसके पूर्व एवं पश्चिम में कौन से दो महासागर स्थित है?	Eng_Geo_ncert_6stnd_5ch_0048	Which two oceans surround it on the east and the west?	b'^Which/Which<det><itg><sp>/Which<prn><itg><mf><sp>/Which<prn><rel><an><mf><sp>$ ^two/two<num><pl>$ ^oceans/ocean<n><pl>$ ^surround/surround<vblex><inf>/surround<vblex><pres>/surround<vblex><imp>$ ^it/prpers<prn><subj><p3><nt><sg>/prpers<prn><obj><p3><nt><sg>$ ^on/on<adv>/on<pr>$ ^the/the<det><def><sp>$ ^east/east<adj>/east<adv>/east<n><sg>$ ^and/and<cnjcoo>$ ^the/the<det><def><sp>$ ^west/west<adj>/west<adv>/west<n><sg>$^?/?<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0049	विश्व की सबसे लंबी पर्वत श्रंखला एंडीज इसके उत्तर से दक्षिण की ओर फैली है।	Eng_Geo_ncert_6stnd_5ch_0049	The Andes, world’s longest mountain range, runs through its length from north to south.	b"^The Andes/The Andes<np><top><pl>$^,/,<cm>$ ^world/world<adj>/world<n><sg>$^\xe2\x80\x99/'<apos>$^s/*s$ ^longest/long<adj><sint><sup>$ ^mountain range/mountain range<n><sg>$^,/,<cm>$ ^runs/run<n><pl>/run<vblex><pres><p3><sg>$ ^through/through<pr>$ ^its/its<det><pos><sp>/prpers<det><pos><p3><nt><sg>$ ^length/length<n><sg>$ ^from/from<pr>$ ^north/north<adv>/north<n><sg>/north<adj><sint>$ ^to/to<pr>$ ^south/south<adv>/south<n><sg>/south<adj><sint>$^./.<sent>$\n"
Hin_Geo_ncert_6stnd_5ch_0050	दक्षिण अमेरिका में विश्व की सबसे बड़ी नदी अमेजॉन बहती है।	Eng_Geo_ncert_6stnd_5ch_0050	South America has the world’s largest river, the Amazon.	b"^South America/South America<np><top><sg>$ ^has/have<vbhaver><pres><p3><sg>/have<vblex><pres><p3><sg>$ ^the/the<det><def><sp>$ ^world/world<adj>/world<n><sg>$^\xe2\x80\x99/'<apos>$^s/*s$ ^largest/large<adj><sint><sup>$ ^river/river<n><sg>$^,/,<cm>$ ^the/the<det><def><sp>$ ^Amazon/Amazon<n><sg>/Amazon<np><al><sg>$^./.<sent>$\n"
Hin_Geo_ncert_6stnd_5ch_0051	ऑस्ट्रेलिया विश्व का सबसे छोटा महाद्वीप है जो की पूरी तरह से दक्षिणी गोलार्ध में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0051	Australia is the smallest continent that lies entirely in the Southern Hemisphere.	b'^Australia/Australia<np><top><sg>$ ^is/be<vbser><pres><p3><sg>$ ^the/the<det><def><sp>$ ^smallest/small<adj><sint><sup>$ ^continent/continent<n><sg>$ ^that/that<cnjsub>/that<det><dem><sg>/that<prn><dem><mf><sg>/that<prn><rel><an><mf><sp>$ ^lies/lie<n><pl>/lie<vblex><pres><p3><sg>$ ^entirely/entirely<adv>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^Southern Hemisphere/Southern hemisphere<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0052	यह चारों तरफ से महासागरों तथा समुद्र से घिरा है।	Eng_Geo_ncert_6stnd_5ch_0052	It is surrounded on all sides by the oceans and seas.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is/be<vbser><pres><p3><sg>$ ^surrounded/surround<vblex><pp>/surround<vblex><past>/surrounded<adj>$ ^on/on<adv>/on<pr>$ ^all/all<adv>/all<predet><sp>/all<det><qnt><pl>/all<prn><qnt><mf><sp>$ ^sides/side<n><pl>/side<vblex><pres><p3><sg>$ ^by/by<adv>/by<pr>$ ^the/the<det><def><sp>$ ^oceans/ocean<n><pl>$ ^and/and<cnjcoo>$ ^seas/sea<n><pl>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0053	इसे द्वीपीय महाद्वीप कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0053	It is called an island continent.	b'^It/Prpers<prn><subj><p3><nt><sg>/Prpers<prn><obj><p3><nt><sg>$ ^is called/be<vblex><pres><p3><sg># called$ ^an/a<det><ind><sg>$ ^island/island<n><sg>$ ^continent/continent<n><sg>$^./.<sent>$\n'
Hin_Geo_ncert_6stnd_5ch_0054	अंटार्कटिका एक बहुत बड़ा महाद्वीप है जो कि दक्षिणी गोलार्ध में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0054	Antarctica, completely in the Southern Hemisphere, is a huge continent.	b'^Antarctica/Antarctica<np><top><sg>$^,/,<cm>$ ^completely/completely<adv>$ ^in/in<adv>/in<pr>$ ^the/the<det><def><sp>$ ^Southern Hemisphere/Southern hemisphere<n><sg>$^,/,<cm>$ ^is/be<vbser><pres><p3><sg>$ ^a/a<det><ind><sg>$ ^huge/huge<adj>$ ^continent/continent<n><sg>$^./.<sent>$\n'
