	hin_id	hin_sent	eng_id	eng_sent
385	Hin_Geo_ncert_6stnd_5ch_0003	पृथ्वी की सतह ऐसी है जिसमें पर्यावरण के तीन महत्वपूर्ण घटक आपस में मिलते हैं तथा एक दूसरे को प्रभावित करते हैं।	Eng_Geo_ncert_6stnd_5ch_0003	The surface of the earth is a complex zone in which three main components of the environment meet, overlap and interact.
386	Hin_Geo_ncert_6stnd_5ch_0004	पृथ्वी का ठोस भाग जिस पर हम रहते हैं उसे भूमंडल कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0004	The solid portion of the earth on which we live is called the Lithosphere.
387	Hin_Geo_ncert_6stnd_5ch_0005	गैस की परतें जो पृथ्वी को चारों ओर से घेरती है उसे वायुमंडल कहा जाता है जहाँ ऑक्सीजन नाइट्रोजन कार्बन डाइऑक्साइड तथा दूसरी गैस पाई जाती है।	Eng_Geo_ncert_6stnd_5ch_0005	The gaseous layers that surround the earth, is the Atmosphere, where oxygen, nitrogen, carbondioxide and other gases are found.
388	Hin_Geo_ncert_6stnd_5ch_0006	पृथ्वी के बहुत बड़े भाग पर जल पाया जाता है जिसे जलमंडल कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0006	Water covers a very big area of the earth’s surface and this area is called the Hydrosphere.
389	Hin_Geo_ncert_6stnd_5ch_0007	जल मंडल में जल की सभी अवस्थाएं जैसे बर्फ जल एवं जलवाष्प सम्मिलित हैं।	Eng_Geo_ncert_6stnd_5ch_0007	The Hydrosphere comprises water in all its forms, that is, ice, water and water vapour.
390	Hin_Geo_ncert_6stnd_5ch_0008	जीवमंडल एक सीमित क्षेत्र है जहां स्थल जल एवं हवा एक साथ मिलते हैं जहां सभी प्रकार के जीवन पाए जाते हैं।	Eng_Geo_ncert_6stnd_5ch_0008	The Biosphere is the narrow zone where we find land, water and air together, which contains all forms of life.
391	Hin_Geo_ncert_6stnd_5ch_0009	पृथ्वी के ठोस भाग को भूमंडल कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0009	The solid portion of the earth is called the Lithosphere.
392	Hin_Geo_ncert_6stnd_5ch_0010	यह भूपर्पटी की चट्टानों तथा मिट्टी की पतली परतो का बना होता है जिसमें जीवों के लिए पोषक तत्व पाए जाते हैं।	Eng_Geo_ncert_6stnd_5ch_0010	It comprises the rocks of the earth’s crust and the thin layers of soil that contain nutrient elements which sustain organisms.
393	Hin_Geo_ncert_6stnd_5ch_0011	पृथ्वी की सतह को दो मुख्य भागों में बांटा जा सकता है।	Eng_Geo_ncert_6stnd_5ch_0011	There are two main divisions of the earth’s surface.
394	Hin_Geo_ncert_6stnd_5ch_0012	बड़े स्थलीय भूभागों को महाद्वीपों के नाम से जाना जाता है तथा बड़े जलाशयों को महासागरीय बेसिन के नाम से जाना जाता है।	Eng_Geo_ncert_6stnd_5ch_0012	The large landmasses are known as the continents and the huge water bodies are called the ocean basins.
395	Hin_Geo_ncert_6stnd_5ch_0013	विश्व के सभी महासागर आपस में एक दूसरे से जुड़े हुए हैं।	Eng_Geo_ncert_6stnd_5ch_0013	All the oceans of the world are connected with one another.
396	Hin_Geo_ncert_6stnd_5ch_0014	क्या सभी स्थलीय भूभाग एक दूसरे से आपस में जुड़े हुए हैं?	Eng_Geo_ncert_6stnd_5ch_0014	Are all the land masses connected with one another?
397	Hin_Geo_ncert_6stnd_5ch_0015	समुद्री जल का तल सभी जगह समान होता है।	Eng_Geo_ncert_6stnd_5ch_0015	The level of seawater remains the same everywhere.
398	Hin_Geo_ncert_6stnd_5ch_0016	स्थल की ऊंचाई को समुद्र तल से मापा जाता है।	Eng_Geo_ncert_6stnd_5ch_0016	Elevation of land is measured from the level of the sea,
399	Hin_Geo_ncert_6stnd_5ch_0017	जिसे शून्य माना जाता है।	Eng_Geo_ncert_6stnd_5ch_0017	which is taken as zero
400	Hin_Geo_ncert_6stnd_5ch_0018	विश्व का सबसे ऊंचा शिखर माउंट एवरेस्ट समुद्र तल से 8848 मीटर ऊंचा है।	Eng_Geo_ncert_6stnd_5ch_0018	The highest mountain peak Mt. Everest is 8,848 metres above the sea level.
401	Hin_Geo_ncert_6stnd_5ch_0019	विश्व का सबसे गहरा भाग प्रशांत महासागर का मेरियाना गर्त है जिसकी गहराई ११,०२२ मीटर है।	Eng_Geo_ncert_6stnd_5ch_0019	The greatest depth of 11,022 metres is recorded at Mariana Trench in the Pacific Ocean.
402	Hin_Geo_ncert_6stnd_5ch_0020	क्या आपने कभी कल्पना की है कि समुद्र की गहराई पृथ्वी के सबसे ऊंचे भाग से इतनी अधिक भी हो सकती है?	Eng_Geo_ncert_6stnd_5ch_0020	Could you imagine that depth of sea is much more than the highest point?
403	Hin_Geo_ncert_6stnd_5ch_0021	पृथ्वी पर सात प्रमुख महाद्वीप है।	Eng_Geo_ncert_6stnd_5ch_0021	There are seven major continents.
404	Hin_Geo_ncert_6stnd_5ch_0022	ये विस्तृत जल राशि के द्वारा एक दूसरे से अलग है।	Eng_Geo_ncert_6stnd_5ch_0022	These are separated by large water bodies.
405	Hin_Geo_ncert_6stnd_5ch_0023	यह महाद्वीप है-एशिया, यूरोप, अफ्रीका, उत्तर अमेरिका, दक्षिण अमेरिका, ऑस्ट्रेलिया तथा अंटार्कटिका।	Eng_Geo_ncert_6stnd_5ch_0023	These continents are – Asia, Europe, Africa, North America, South America, Australia and Antarctica.
406	Hin_Geo_ncert_6stnd_5ch_0024	एशिया विश्व का सबसे बड़ा महाद्वीप है।	Eng_Geo_ncert_6stnd_5ch_0024	Asia is the largest continent.
407	Hin_Geo_ncert_6stnd_5ch_0025	यह पृथ्वी के कुल क्षेत्रफल से एक तिहाई भाग में फैला है।	Eng_Geo_ncert_6stnd_5ch_0025	It covers about onethird of the total land area of the earth.
408	Hin_Geo_ncert_6stnd_5ch_0026	यह महाद्वीप पूर्वी गोलार्ध में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0026	The continent lies in the Eastern Hemisphere.
409	Hin_Geo_ncert_6stnd_5ch_0027	कर्क रेखा इस महाद्वीप से होकर गुजरती है।	Eng_Geo_ncert_6stnd_5ch_0027	The Tropic of Cancer passes through this continent.
410	Hin_Geo_ncert_6stnd_5ch_0028	एशिया के पश्चिम में यूराल पर्वत है जो इसे यूरोप से अलग करता है।	Eng_Geo_ncert_6stnd_5ch_0028	Asia is separated from Europe by the Ural mountains on the west.
411	Hin_Geo_ncert_6stnd_5ch_0029	यूरोप एवं एशिया के संयुक्त भूभाग को यूरेशिया कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0029	The combined landmass of Europe and Asia is called the Eurasia.
412	Hin_Geo_ncert_6stnd_5ch_0030	यूरोप एशिया से बहुत छोटा है।	Eng_Geo_ncert_6stnd_5ch_0030	Europe is much smaller than Asia.
413	Hin_Geo_ncert_6stnd_5ch_0031	यह महाद्वीप एशिया के पश्चिम में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0031	The continent lies to the west of Asia.
414	Hin_Geo_ncert_6stnd_5ch_0032	आर्कटिक वृत्त से होकर गुजरता है।	Eng_Geo_ncert_6stnd_5ch_0032	The Arctic Circle passes through it.
415	Hin_Geo_ncert_6stnd_5ch_0033	यह तीन तरफ से जल से घिरा है।	Eng_Geo_ncert_6stnd_5ch_0033	It is bound by water bodies on three sides.
416	Hin_Geo_ncert_6stnd_5ch_0034	विश्व के मानचित्र को देखिए एवं इसकी स्थिति का पता लगाइए।	Eng_Geo_ncert_6stnd_5ch_0034	Look at the map of the world and locate it.
417	Hin_Geo_ncert_6stnd_5ch_0035	अफ्रीका एशिया के बाद विश्व का सबसे बड़ा महाद्वीप है।	Eng_Geo_ncert_6stnd_5ch_0035	Africa is the second largest continent after Asia.
418	Hin_Geo_ncert_6stnd_5ch_0036	विषुवत वृत्त या जीरो डिग्री इस महाद्वीप के लगभग मध्य भाग से होकर गुजरती है।	Eng_Geo_ncert_6stnd_5ch_0036	The Equator or 0 latitude runs almost through the middle of the continent.
419	Hin_Geo_ncert_6stnd_5ch_0037	अफ्रीका का बहुत बड़ा भाग उत्तरी गोलार्ध में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0037	A large part of Africa lies in the Northern Hemisphere.
420	Hin_Geo_ncert_6stnd_5ch_0038	सहारा का रेगिस्तान विश्व का सबसे बड़ा रेगिस्तान है जो कि अफ्रीका में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0038	The Sahara Desert, the world’s largest hot desert, is located in Africa.
421	Hin_Geo_ncert_6stnd_5ch_0039	यह चारों तरफ से समुद्र एवं महासागरों से घिरा है।	Eng_Geo_ncert_6stnd_5ch_0039	The continent is bound on all sides by oceans and seas.
422	Hin_Geo_ncert_6stnd_5ch_0040	आप देखेंगे कि विश्व की सबसे लंबी नदी नील अफ्रीका से होकर गुजरती है।	Eng_Geo_ncert_6stnd_5ch_0040	You will notice that the world’s longest river the Nile, flows through Africa.
423	Hin_Geo_ncert_6stnd_5ch_0041	अफ्रीका का मानचित्र देखिये तथा बताइए कि कर्क रेखा, मकर रेखा तथा विषुवत वृत्त इसके किन-किन भागों से होकर गुजरती है।	Eng_Geo_ncert_6stnd_5ch_0041	Notice where the Equator, the Tropic of Cancer and the Tropic of Capricorn pass in the map of Africa.
424	Hin_Geo_ncert_6stnd_5ch_0042	उत्तर अमेरिका विश्व का तीसरा सबसे बड़ा महाद्वीप है।	Eng_Geo_ncert_6stnd_5ch_0042	North America is the third largest continent of the world.
425	Hin_Geo_ncert_6stnd_5ch_0043	यह दक्षिण अमेरिका से एक संकरे स्थल से जुड़ा है जिसे पनामा स्थलसंधि कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0043	It is linked to South America by a very narrow strip of land called the Isthmus of Panama.
426	Hin_Geo_ncert_6stnd_5ch_0044	यह महाद्वीप पूरी तरह से उतरी एवं पश्चिमी गोलार्ध में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0044	The continent lies completely in the Northern and Western Hemisphere.
427	Hin_Geo_ncert_6stnd_5ch_0045	यह महाद्वीप तीन महासागरों से घिरा है।	Eng_Geo_ncert_6stnd_5ch_0045	Three oceans surround this continent.
428	Hin_Geo_ncert_6stnd_5ch_0046	क्या आप इन महासागरों के नाम बता सकते हैं?	Eng_Geo_ncert_6stnd_5ch_0046	Can you name these oceans?
429	Hin_Geo_ncert_6stnd_5ch_0047	दक्षिण अमेरिका का अधिकांश भाग दक्षिणी गोलार्ध में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0047	South America lies mostly in the Southern Hemisphere.
430	Hin_Geo_ncert_6stnd_5ch_0048	इसके पूर्व एवं पश्चिम में कौन से दो महासागर स्थित है?	Eng_Geo_ncert_6stnd_5ch_0048	Which two oceans surround it on the east and the west?
431	Hin_Geo_ncert_6stnd_5ch_0049	विश्व की सबसे लंबी पर्वत श्रंखला एंडीज इसके उत्तर से दक्षिण की ओर फैली है।	Eng_Geo_ncert_6stnd_5ch_0049	The Andes, world’s longest mountain range, runs through its length from north to south.
432	Hin_Geo_ncert_6stnd_5ch_0050	दक्षिण अमेरिका में विश्व की सबसे बड़ी नदी अमेजॉन बहती है।	Eng_Geo_ncert_6stnd_5ch_0050	South America has the world’s largest river, the Amazon.
433	Hin_Geo_ncert_6stnd_5ch_0051	ऑस्ट्रेलिया विश्व का सबसे छोटा महाद्वीप है जो की पूरी तरह से दक्षिणी गोलार्ध में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0051	Australia is the smallest continent that lies entirely in the Southern Hemisphere.
434	Hin_Geo_ncert_6stnd_5ch_0052	यह चारों तरफ से महासागरों तथा समुद्र से घिरा है।	Eng_Geo_ncert_6stnd_5ch_0052	It is surrounded on all sides by the oceans and seas.
435	Hin_Geo_ncert_6stnd_5ch_0053	इसे द्वीपीय महाद्वीप कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0053	It is called an island continent.
436	Hin_Geo_ncert_6stnd_5ch_0054	अंटार्कटिका एक बहुत बड़ा महाद्वीप है जो कि दक्षिणी गोलार्ध में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0054	Antarctica, completely in the Southern Hemisphere, is a huge continent.
437	Hin_Geo_ncert_6stnd_5ch_0055	दक्षिण ध्रुव इस महाद्वीप के मध्य में स्थित है।	Eng_Geo_ncert_6stnd_5ch_0055	The South Pole lies almost at the centre of this continent.
438	Hin_Geo_ncert_6stnd_5ch_0056	चूँकि यह दक्षिण ध्रुव क्षेत्र में स्थित है इसलिए यह हमेशा मोटी बर्फ की परतों से ढका रहता है।	Eng_Geo_ncert_6stnd_5ch_0056	As it is located in the South Polar Region, it is permanently covered with thick ice sheets.
439	Hin_Geo_ncert_6stnd_5ch_0057	यहां किसी भी प्रकार का स्थायी मानव निवास नहीं है।	Eng_Geo_ncert_6stnd_5ch_0057	There are no permanent human settlements.
440	Hin_Geo_ncert_6stnd_5ch_0058	बहुत से देशों के शोध केंद्र यहां स्थित है।	Eng_Geo_ncert_6stnd_5ch_0058	Many countries have research stations in Antarctica.
441	Hin_Geo_ncert_6stnd_5ch_0059	भारत के भी शोध संस्थान यहां है।	Eng_Geo_ncert_6stnd_5ch_0059	India also has research stations there.
442	Hin_Geo_ncert_6stnd_5ch_0060	इनके नाम है मैत्री तथा दक्षिण गंगोत्री।	Eng_Geo_ncert_6stnd_5ch_0060	These are named as Maitri and Dakshin Gangotri.
443	Hin_Geo_ncert_6stnd_5ch_0061	पृथ्वी को नीला ग्रह कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0061	The earth is called the blue planet.
444	Hin_Geo_ncert_6stnd_5ch_0062	पृथ्वी का 71 प्रतिशत भाग जल तथा 29 प्रतिशत भाग स्थल है।	Eng_Geo_ncert_6stnd_5ch_0062	More than 71 percent of the earth is covered with water and 29 percent is with land.
445	Hin_Geo_ncert_6stnd_5ch_0063	जल मंडल में जल के सभी रूप उपस्थित हैं।	Eng_Geo_ncert_6stnd_5ch_0063	Hydrosphere consists of water in all its forms.
446	Hin_Geo_ncert_6stnd_5ch_0064	इसमें महासागर एवं नदियां, झीलें, हिम नदियां, भूमिगत जल तथा वायु मंडल की जलवाष्प सभी सम्मिलित है।	Eng_Geo_ncert_6stnd_5ch_0064	As running water in oceans and rivers and in lakes, ice in glaciers, underground water and the water vapour in atmosphere, all comprise the hydrosphere.
447	Hin_Geo_ncert_6stnd_5ch_0065	पृथ्वी पर पाए जाने वाले जल का 97 % से अधिक भाग महासागरों में पाया जाता है एवं वह इतना अधिक खारा होता है कि मानव के उपयोग में नहीं आ सकता।	Eng_Geo_ncert_6stnd_5ch_0065	More than 97% of the Earth’s water is found in the oceans and is too salty for human use.
448	Hin_Geo_ncert_6stnd_5ch_0066	शेष जल का बहुत बड़ा भाग बर्फ की परतों एवं हिम नदियों तथा भूमिगत जल के रूप में पाया जाता है।	Eng_Geo_ncert_6stnd_5ch_0066	A large proportion of the rest of the water is in the form of icesheets and glaciers or under the ground.
449	Hin_Geo_ncert_6stnd_5ch_0067	जल का बहुत कम अलवण जल के रूप में पाया जाता है, जो मनुष्य इस्तेमाल में आता है।	Eng_Geo_ncert_6stnd_5ch_0067	A very small percentage is available as fresh water for human use.
450	Hin_Geo_ncert_6stnd_5ch_0068	यही कारण है कि नीले ग्रह में रहने के बावजूद हम पानी की कमी महसूस करते हैं।	Eng_Geo_ncert_6stnd_5ch_0068	Hence, despite being a ‘blue planet’ we face a shortage of water!!
451	Hin_Geo_ncert_6stnd_5ch_0069	महासागर जल मंडल के मुख्य भाग हैं।	Eng_Geo_ncert_6stnd_5ch_0069	Oceans are the major part of hydrosphere.
452	Hin_Geo_ncert_6stnd_5ch_0070	यह आपस में एक दूसरे से जुड़े हैं।	Eng_Geo_ncert_6stnd_5ch_0070	They are all interconnected.
453	Hin_Geo_ncert_6stnd_5ch_0071	महासागरीय जल हमेशा गतिशील रहता है।	Eng_Geo_ncert_6stnd_5ch_0071	The ocean waters are always moving.
454	Hin_Geo_ncert_6stnd_5ch_0072	तरंगे, ज्वार-भाटा तथा महासागरीय धाराएं महासागरीय जल की तीन मुख्य गतियां है।	Eng_Geo_ncert_6stnd_5ch_0072	The three chief movements of ocean waters are the waves, the tides and the ocean currents.
455	Hin_Geo_ncert_6stnd_5ch_0073	बड़े से छोटे आकार के आधार पर क्रमश पांच महासागर प्रमुख हैं प्रशांत महासागर, अटलांटिक महासागर, हिंद महासागर, दक्षिणी महासागर तथा आर्कटिक महासागर।	Eng_Geo_ncert_6stnd_5ch_0073	The five major oceans are the Pacific Ocean, the Atlantic Ocean, the Indian Ocean, the Southern Ocean and the Arctic Ocean, in order of their size.
456	Hin_Geo_ncert_6stnd_5ch_0074	प्रशांत महासागर सबसे बड़ा महासागर है।	Eng_Geo_ncert_6stnd_5ch_0074	The Pacific Ocean is the largest ocean.
457	Hin_Geo_ncert_6stnd_5ch_0075	यह पृथ्वी की एक तिहाई भाग पर फैला है।	Eng_Geo_ncert_6stnd_5ch_0075	It is spread over one-third of the earth.
458	Hin_Geo_ncert_6stnd_5ch_0076	पृथ्वी का सबसे गहरा भाग मेरियाना गर्त प्रशांत महासागर में ही स्थित है।	Eng_Geo_ncert_6stnd_5ch_0076	Mariana Trench, the deepest part of the earth, lies in the Pacific Ocean.
459	Hin_Geo_ncert_6stnd_5ch_0077	प्रशांत महासागर लगभग वृत्ताकार है।	Eng_Geo_ncert_6stnd_5ch_0077	The Pacific Ocean is almost circular in shape.
460	Hin_Geo_ncert_6stnd_5ch_0078	एशिया, ऑस्ट्रेलिया, उत्तर एवं दक्षिण अमेरिका इसके चारों ओर स्थित है।	Eng_Geo_ncert_6stnd_5ch_0078	Asia, Australia,North and South Americas surround it.
461	Hin_Geo_ncert_6stnd_5ch_0079	अटलांटिक महासागर विश्व का दूसरा सबसे बड़ा महासागर है।	Eng_Geo_ncert_6stnd_5ch_0079	The Atlantic Ocean is the second largest Ocean in the world.
462	Hin_Geo_ncert_6stnd_5ch_0080	यह अंग्रेजी भाषा के S अक्षर के आकार का है।	Eng_Geo_ncert_6stnd_5ch_0080	It is ‘S’ shaped.
463	Hin_Geo_ncert_6stnd_5ch_0081	इसके पश्चिमी किनारे पर उत्तर एवं दक्षिण अमेरिका है तथा पूर्वी किनारे पर यूरोप एवं अफ्रीका।	Eng_Geo_ncert_6stnd_5ch_0081	It is flanked by the North and South Americas on the western side, and Europe and Africa on the eastern side.
464	Hin_Geo_ncert_6stnd_5ch_0082	अटलांटिक महासागर की तटरेखा बहुत अधिक दंतुरित है।	Eng_Geo_ncert_6stnd_5ch_0082	The coastline of Atlantic Ocean is highly indented.
465	Hin_Geo_ncert_6stnd_5ch_0083	यह अनियमित और इंडेंटेड समुद्र तट प्राकृतिक बंदरगाहों और बंदरगाहों के लिए आदर्श स्थान प्रदान करता है।	Eng_Geo_ncert_6stnd_5ch_0083	This irregular and indented coastline provides ideal location for natural harbours and ports.
466	Hin_Geo_ncert_6stnd_5ch_0084	वाणिज्य की दृष्टि से यह सबसे व्यस्त महासागर है।	Eng_Geo_ncert_6stnd_5ch_0084	From the point of view of commerce, it is the busiest Ocean.
467	Hin_Geo_ncert_6stnd_5ch_0085	हिंद महासागर ही एक ऐसा महासागर है जिसका नाम किसी देश के नाम पर, यानी भारत के नाम पर रखा गया है।	Eng_Geo_ncert_6stnd_5ch_0085	The Indian Ocean is the only ocean named after a country, that is, India.
468	Hin_Geo_ncert_6stnd_5ch_0086	यह महासागर लगभग त्रिभुजाकार है।	Eng_Geo_ncert_6stnd_5ch_0086	The shape of ocean is almost triangular.
469	Hin_Geo_ncert_6stnd_5ch_0087	इसके उत्तर में एशिया, पश्चिम में अफ्रीका तथा पूर्व में ऑस्ट्रेलिया स्थित हैं।	Eng_Geo_ncert_6stnd_5ch_0087	In the north, it is bound by Asia, in the west by Africa and in the east by Australia.
470	Hin_Geo_ncert_6stnd_5ch_0088	दक्षिण महासागर अंटार्कटिका महाद्वीप को चारों ओर से घेरता है।	Eng_Geo_ncert_6stnd_5ch_0088	The Southern Ocean encircles the continent of Antarctica and extends northward to 60 degrees south latitude.
471	Hin_Geo_ncert_6stnd_5ch_0089	यह अंटार्कटिका महाद्वीप से उत्तर की ओर 60 डिग्री दक्षिणी अक्षांश तक फैला हुआ है।	Eng_Geo_ncert_6stnd_5ch_0089	extends northward to 60 degrees south latitude.
472	Hin_Geo_ncert_6stnd_5ch_0090	आर्कटिक महासागर उत्तर ध्रुव व्रत में स्थित है तथा यह उत्तर ध्रुव के चारों ओर फैला है।	Eng_Geo_ncert_6stnd_5ch_0090	The Arctic Ocean is located within the Arctic Circle and surrounds the North Pole.
473	Hin_Geo_ncert_6stnd_5ch_0091	यह प्रशांत महासागर के छिलछले जल वाले एक संकरे भाग से जुड़ा है जिसे बेरिंग जलसंधि के नाम से जाना जाता है।	Eng_Geo_ncert_6stnd_5ch_0091	It is connected with the Pacific Ocean by a narrow stretch of shallow waterknown as Berring strait.
474	Hin_Geo_ncert_6stnd_5ch_0092	यह उत्तर अमेरिका के उत्तरी तटों तथा यूरेशिया से घिरा है।	Eng_Geo_ncert_6stnd_5ch_0092	It is bound by northern coasts of North America and Eurasia
475	Hin_Geo_ncert_6stnd_5ch_0093	हमारी पृथ्वी चारों ओर से गैस की एक परत में घिरी हुई है जिसे वायुमंडल कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0093	The earth is surrounded by a layer of gas called the atmosphere.
476	Hin_Geo_ncert_6stnd_5ch_0094	वायु की यह पतली परत इस ग्रह का महत्वपूर्ण एवं अटूट भाग है।	Eng_Geo_ncert_6stnd_5ch_0094	This thin blanket of air is an integral and important aspect of the planet.
477	Hin_Geo_ncert_6stnd_5ch_0095	यह हमें ऐसी वायु प्रदान करती है जिससे हम लोग सांस लेते हैं।	Eng_Geo_ncert_6stnd_5ch_0095	It provides us with the air we breathe and protects us from the harmful effects of sun’s rays.
478	Hin_Geo_ncert_6stnd_5ch_0096	यह वायुमंडल हम लोगों को सूर्य के कुछ हानिकारक किरणों से बचाता है।	Eng_Geo_ncert_6stnd_5ch_0096	The atmosphere extends up to a height of about 1,600 kilometres.
479	Hin_Geo_ncert_6stnd_5ch_0097	वायुमंडल 1600 कीमी की ऊंचाई तक फैला है।	Eng_Geo_ncert_6stnd_5ch_0097	The atmosphere is divided into five layers based on composition, temperature and other properties.
480	Hin_Geo_ncert_6stnd_5ch_0098	वायुमंडल को उसके घटको, तापमान तथा अन्य के आधार पर 5 परतों में बांटा जाता है।	Eng_Geo_ncert_6stnd_5ch_0098	These layers starting from earth’s surface are of 5 types
481	Hin_Geo_ncert_6stnd_5ch_0099	इन परतों को पृथ्वी की सतह से शुरु करते हुए क्षोभमंडल, समतापमंडल, मध्यमंडल, आयनमंडल तथा बहिमंडल कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0099	are called the troposphere, the stratosphere, the mesosphere, the thermosphere and the exosphere.
482	Hin_Geo_ncert_6stnd_5ch_0100	वायुमंडल ऑक्सीजन एवं नाइट्रोजन का बना है जो कि साफ तथा शुष्क हवा का 99 प्रतिशत भाग है।	Eng_Geo_ncert_6stnd_5ch_0100	The atmosphere is composed mainly of nitrogen and oxygen, which make up about 99 per cent of clean, dry air.
483	Hin_Geo_ncert_6stnd_5ch_0101	आयतन के अनुसार नाइट्रोजन 78 प्रतिशत, ऑक्सीजन 21 प्रतिशत तथा दूसरी गैसे जैसे कार्बन डाइऑक्साइड आर्गन इत्यादि की मात्रा 1 प्रतिशत है।	Eng_Geo_ncert_6stnd_5ch_0101	Nitrogen 78 per cent, oxygen 21 per cent and other gases like carbondioxide, argon and others comprise 1 per cent by volume.
484	Hin_Geo_ncert_6stnd_5ch_0102	ऑक्सीजन सांस लेने के लिए आवश्यक है जबकि नाइट्रोजन प्राणियों की वृद्धि के लिए आवश्यक है।	Eng_Geo_ncert_6stnd_5ch_0102	Oxygen is the breath of life while nitrogen helps in the growth of living organisms.
485	Hin_Geo_ncert_6stnd_5ch_0103	कार्बन डाइऑक्साइड यद्यपि बहुत कम मात्रा में है लेकिन यह पृथ्वी के द्वारा छोड़ी गई ऊष्मा को अवशोषित करती है। 	Eng_Geo_ncert_6stnd_5ch_0103	Carbon dioxide, though present in minute amount, is important as it absorbs heat radiated by the earth.
486	Hin_Geo_ncert_6stnd_5ch_0104	जिससे पृथ्वी गरम रहती है।	Eng_Geo_ncert_6stnd_5ch_0104	Thereby keeping the planet warm.
487	Hin_Geo_ncert_6stnd_5ch_0105	यह पौधों की वृद्धि के लिए आवश्यक है।	Eng_Geo_ncert_6stnd_5ch_0105	It is also essential for the growth of plants.
488	Hin_Geo_ncert_6stnd_5ch_0106	ऊंचाई के साथ वायुमंडल के घनत्व में भिन्नता आती है।	Eng_Geo_ncert_6stnd_5ch_0106	The density of the atmosphere varies with height.
489	Hin_Geo_ncert_6stnd_5ch_0107	यह घनत्व समुद्री तल पर सबसे अधिक होता है तथा जैसे-जैसे हम ऊपर की ओर आते हैं यह तेजी के साथ घटता जाता है।	Eng_Geo_ncert_6stnd_5ch_0107	It is maximum at the sea level and decreases rapidly as we go up.
490	Hin_Geo_ncert_6stnd_5ch_0108	आप जानते हैं कि पहाड़ों पर पर्वतारोहियों को हवा के घनत्व की कमी होने के कारण सांस लेने की कठिनाई होती है।	Eng_Geo_ncert_6stnd_5ch_0108	You know, the climbers experience problems in breathing due to this decrease in the density of air.
491	Hin_Geo_ncert_6stnd_5ch_0109	ऊँचाई पर सांस लेने के लिए उन्हें अपने साथ ऑक्सीजन सिलेंडर लेकर जाना पड़ता है।	Eng_Geo_ncert_6stnd_5ch_0109	They have to carry with them oxygen cylinders to be able to breathe at high altitudes.
492	Hin_Geo_ncert_6stnd_5ch_0110	जैसे जैसे हम ऊपर की ओर जाते हैं तापमान भी घटता जाता है।	Eng_Geo_ncert_6stnd_5ch_0110	The temperature also decreases as we go upwards.
493	Hin_Geo_ncert_6stnd_5ch_0111	वायुमंडल पृथ्वी पर दबाव डालता है।	Eng_Geo_ncert_6stnd_5ch_0111	The atmosphere exerts pressure on the earth.
494	Hin_Geo_ncert_6stnd_5ch_0112	यह एक स्थान से दूसरे स्थान पर अलग अलग होता है।	Eng_Geo_ncert_6stnd_5ch_0112	This varies from place to place.
495	Hin_Geo_ncert_6stnd_5ch_0113	कुछ क्षेत्रों में हमें अधिक दाब महसूस होता है जबकि कुछ क्षेत्रों में कम।	Eng_Geo_ncert_6stnd_5ch_0113	Some areas experience high pressure and some areas low pressure.
496	Hin_Geo_ncert_6stnd_5ch_0114	वायु उच्च दाब से निम्न दाब की ओर बहती है।	Eng_Geo_ncert_6stnd_5ch_0114	Air moves from high pressure to low pressure.
497	Hin_Geo_ncert_6stnd_5ch_0115	गतिशील वायु को पवन कहा जाता है।	Eng_Geo_ncert_6stnd_5ch_0115	Moving air is known as wind.
498	Hin_Geo_ncert_6stnd_5ch_0116	जीवमंडल स्थल जल तथा हवा के बीच का एक सीमित भाग है।	Eng_Geo_ncert_6stnd_5ch_0116	The biosphere is the narrow zone of contact between the land, water and air.
499	Hin_Geo_ncert_6stnd_5ch_0117	यहां वह भाग है जहां जीवन मौजूद है।	Eng_Geo_ncert_6stnd_5ch_0117	It is in this zone that life, that is unique to this planet, exists.
500	Hin_Geo_ncert_6stnd_5ch_0118	यहां जीवो की बहुत ही प्रजातियां हैं जो कि सूक्ष्मजीवों तथा बैक्टीरिया से लेकर बड़े स्तनधारियों के आकार में पाई जाती है।	Eng_Geo_ncert_6stnd_5ch_0118	There are several species of organisms that vary in size from microbes and bacteria to huge mammals.
501	Hin_Geo_ncert_6stnd_5ch_0119	मनुष्य सहित सभी प्राणी जीवित रहने के लिए दूसरे से तथा जीवमंडल से जुड़े हुए हैं।	Eng_Geo_ncert_6stnd_5ch_0119	All the living organisms including humans are linked to each other and to the biosphere for survival.
